,Body,Passengers,Interior,Exterior,Wheels,Tires,Fuel,Basic,Powertrain,Engine,Horsepower,Transmission,Stock,VIN,Year,Make Model,Mileage,Highway,City,Price,Brand,Model,Liters,Cylinder,HP,TransType
"https://www.carvana.com/search/2000216285/2015-dodge-rt-plus-coupe-2d-?sri=f65aed63-5bb3-47ea-bc91-2265e4fb765d
",Coupe,5.0,BLACK,Black/Sepia,20 Alloy wheels,245-45,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 100,000 mi.; 19 mos. 79,000 mi. left",HEMI 5.7L V8,375 hp / 410 ft-lbs. torque,"Manual, 6-Spd",2000216285.0,2C3CDZBT7FH788961,2015,Dodge Challenger,20716,23,15,27100,Dodge,Challenger,HEMI,5.7L V8,375,manual
"https://www.carvana.com/search/2000213491/2016-toyota-se-sedan-4d-?sri=f65aed63-5bb3-47ea-bc91-2265e4fb765d
",Sedan,5.0,WHITE,Black,17 Alloy wheels,215-55,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 22 mos. 17,000 mi. left",2.5L I4,178 hp / 170 ft-lbs. torque,"Auto, 6-Spd SeqShft",2000213491.0,4T1BF1FK0GU132664,2016,Toyota Camry,42784,35,25,14400,Toyota,Camry,2.5L,I4,178,auto
"https://www.carvana.com/search/2000207408/2017-kia-lx-sedan-4d-?sri=f65aed63-5bb3-47ea-bc91-2265e4fb765d
",Sedan,5.0,SILVER,Gray,15 Alloy wheels,195-65,Gas,"60 mo. / 60,000 mi.; 41 mos. 51,500 mi. left","60 mo. / 60,000 mi.; 41 mos. 51,500 mi. left",2.0L I4,147 hp / 132 ft-lbs. torque,"Automatic, 6-Spd",2000207408.0,3KPFK4A70HE026866,2017,Kia Forte,8217,34,25,13900,Kia,Forte,2.0L,I4,147,auto
"https://www.carvana.com/search/2000216812/2016-nissan-sv-sport-utility-4d-?sri=f65aed63-5bb3-47ea-bc91-2265e4fb765d
",Wagon,5.0,Gun Metallic,Charcoal,17 Alloy wheels,225-65,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 22 mos. 31,200 mi. left",2.5L I4,170 hp / 175 ft-lbs. torque,"Auto, CVT Xtronic",2000216812.0,KNMAT2MV5GP602519,2016,Nissan Rogue,28592,32,25,17500,Nissan,Rogue,2.5L,I4,170,auto
"https://www.carvana.com/search/2000218097/2015-volkswagen-tdi-se-sedan-4d-?sri=f65aed63-5bb3-47ea-bc91-2265e4fb765d
",Sedan,5.0,Titanium Beige,Cornsilk Beige,18 Alloy wheels,235-45,Diesel,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 12 mos. 24,900 mi. left",2.0L Diesel Turbo I4,150 hp / 236 ft-lbs. torque,Auto 6-Spd DSG Tptrnc Spt,2000218097.0,1VWBV7A31FC040913,2015,Volkswagen Passat,34865,42,30,14300,Volkswagen,Passat,2.0L,Diesel Turbo I4,150,auto
"https://www.carvana.com/search/2000219375/2017-chrysler-300c-sedan-4d-?sri=f65aed63-5bb3-47ea-bc91-2265e4fb765d
",Sedan,5.0,GRAY,BLACK,19 Alloy wheels,235-55,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 40 mos. 17,200 mi. left",Pentastar 3.6L V6,292 hp / 260 ft-lbs. torque,"Automatic, 8-Spd",2000219375.0,2C3CCAKG5HH651172,2017,Chrysler 300,42511,27,18,19700,Chrysler,300,Pentastar,3.6L V6,292,auto
"https://www.carvana.com/search/2000218867/2017-dodge-gt-minivan-4d-?sri=f65aed63-5bb3-47ea-bc91-2265e4fb765d
",Minivan,7.0,White Knuckle Clear Coat,Black,17 Alloy wheels,225-65,Flex Fuel,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 43 mos. 14,000 mi. left",Pentastar 3.6L Flex Fuel V6,283 hp / 260 ft-lbs. torque,"Automatic, 6-Spd",2000218867.0,2C4RDGEG7HR861414,2017,Dodge Grand Caravan Passenger,45754,25,17,16500,Dodge,Grand Caravan Passenger,Pentastar,3.6L Flex Fuel V6,283,auto
"https://www.carvana.com/search/2000219340/2017-chevrolet-premier-sedan-4d-?sri=f65aed63-5bb3-47ea-bc91-2265e4fb765d
",Sedan,5.0,Silver Ice Metallic,Jet Black,19 Alloy wheels,245-42,Flex Fuel,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 33 mos. 15,800 mi. left",3.6L Flex Fuel V6,305 hp / 264 ft-lbs. torque,"Auto, 6-Spd Overdrive",2000219340.0,2G1145S31H9140758,2017,Chevrolet Impala,43923,28,19,18800,Chevrolet,Impala,3.6L,Flex Fuel V6,305,auto
"https://www.carvana.com/search/2000217306/2017-chevrolet-lt-sport-utility-4d-?sri=f65aed63-5bb3-47ea-bc91-2265e4fb765d
",SUV,5.0,BLACK,GRAY,17 Alloy wheels,225-65,Gas,"36 mo. / 36,000 mi.; 9 mos. 13,000 mi. left","72 mo. / 72,000 mi.; 45 mos. 49,000 mi. left",Ecotec 2.4L I4,182 hp / 172 ft-lbs. torque,"Auto, 6-Spd w/OD",2000217306.0,2GNALCEK4H1536657,2017,Chevrolet Equinox,22716,32,22,16800,Chevrolet,Equinox,Ecotec,2.4L I4,182,auto
"https://www.carvana.com/search/2000215603/2017-dodge-se-minivan-4d-?sri=f65aed63-5bb3-47ea-bc91-2265e4fb765d
",Minivan,7.0,Billet Clear Coat,GRAY,17 Alloy wheels,225-65,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 40 mos. 22,600 mi. left",Pentastar 3.6L Flex Fuel V6,283 hp / 260 ft-lbs. torque,"Automatic, 6-Spd",2000215603.0,2C4RDGBG8HR563295,2017,Dodge Grand Caravan Passenger,37154,25,17,16000,Dodge,Grand Caravan Passenger,Pentastar,3.6L Flex Fuel V6,283,auto
"https://www.carvana.com/search/2000215641/2016-gmc-denali-sport-utility-4d-?sri=f65aed63-5bb3-47ea-bc91-2265e4fb765d
",SUV,7.0,Ebony Twilight Metallic,Ebony,20 Alloy wheels,255-55,Gas,"36 mo. / 36,000 mi.; Expired","72 mo. / 72,000 mi.; 37 mos. 23,600 mi. left",3.6L V6,288 hp / 270 ft-lbs. torque,"Automatic, 6-Spd",2000215641.0,1GKKRTKDXGJ195386,2016,GMC Acadia,48144,24,17,26500,GMC,Acadia,3.6L,V6,288,auto
"https://www.carvana.com/search/2000219353/2017-nissan-sv-sedan-4d-?sri=f65aed63-5bb3-47ea-bc91-2265e4fb765d
",Sedan,5.0,Bordeaux Black,Charcoal,18 Alloy wheels,245-45,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 39 mos. 16,900 mi. left",3.5L V6,300 hp / 261 ft-lbs. torque,"Auto, Xtronic CVT",2000219353.0,1N4AA6AP5HC428923,2017,Nissan Maxima,42836,30,21,18400,Nissan,Maxima,3.5L,V6,300,auto
"https://www.carvana.com/search/2000218844/2017-dodge-gt-minivan-4d-?sri=8153588e-d295-44da-8b62-8c462dd6b81e
",Minivan,7.0,Granite Pearl Coat,Black,17 Alloy wheels,225-65,Flex Fuel,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 37 mos. 12,000 mi. left",Pentastar 3.6L Flex Fuel V6,283 hp / 260 ft-lbs. torque,"Automatic, 6-Spd",2000218844.0,2C4RDGEG4HR728335,2017,Dodge Grand Caravan Passenger,47799,25,17,16200,Dodge,Grand Caravan Passenger,Pentastar,3.6L Flex Fuel V6,283,auto
"https://www.carvana.com/search/2000218883/2017-dodge-gt-minivan-4d-?sri=8153588e-d295-44da-8b62-8c462dd6b81e
",Minivan,7.0,GRAY,BLACK,17 Alloy wheels,225-65,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 41 mos. 14,600 mi. left",Pentastar 3.6L Flex Fuel V6,283 hp / 260 ft-lbs. torque,"Automatic, 6-Spd",2000218883.0,2C4RDGEG0HR828335,2017,Dodge Grand Caravan Passenger,45107,25,17,16400,Dodge,Grand Caravan Passenger,Pentastar,3.6L Flex Fuel V6,283,auto
"https://www.carvana.com/search/2000218846/2017-nissan-2.5-s-sedan-4d-?sri=8153588e-d295-44da-8b62-8c462dd6b81e
",Sedan,5.0,SILVER,BLACK,17 Alloy wheels,215-55,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 36 mos. 20,300 mi. left",2.5L I4,182 hp / 180 ft-lbs. torque,"Automatic, Xtronic CVT",2000218846.0,1N4AL3AP3HC186402,2017,Nissan Altima,39485,39,27,16200,Nissan,Altima,2.5L,I4,182,auto
"https://www.carvana.com/search/2000218843/2017-nissan-2.5-s-sedan-4d-?sri=8153588e-d295-44da-8b62-8c462dd6b81e
",Sedan,5.0,GRAY,BLACK,17 Alloy wheels,215-55,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 36 mos. 14,100 mi. left",2.5L I4,182 hp / 180 ft-lbs. torque,"Automatic, Xtronic CVT",2000218843.0,1N4AL3AP7HC184264,2017,Nissan Altima,45617,39,27,14800,Nissan,Altima,2.5L,I4,182,auto
"https://www.carvana.com/search/2000218869/2017-nissan-2.5-sedan-4d-?sri=8153588e-d295-44da-8b62-8c462dd6b81e
",Sedan,5.0,BLACK,BEIGE,17 Alloy wheels,215-55,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 32 mos. 16,500 mi. left",2.5L I4,182 hp / 180 ft-lbs. torque,"Automatic, Xtronic CVT",2000218869.0,1N4AL3AP2HC139782,2017,Nissan Altima,43263,39,27,15000,Nissan,Altima,2.5L,I4,182,auto
"https://www.carvana.com/search/2000218909/2017-dodge-gt-minivan-4d-?sri=8153588e-d295-44da-8b62-8c462dd6b81e
",Minivan,7.0,WHITE,BLACK,17 Alloy wheels,225-65,Flex Fuel,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 39 mos. 14,800 mi. left",Pentastar 3.6L Flex Fuel V6,283 hp / 260 ft-lbs. torque,"Automatic, 6-Spd",2000218909.0,2C4RDGEG2HR736899,2017,Dodge Grand Caravan Passenger,44945,25,17,16500,Dodge,Grand Caravan Passenger,Pentastar,3.6L Flex Fuel V6,283,auto
"https://www.carvana.com/search/2000218885/2017-nissan-sv-sport-utility-4d-?sri=8153588e-d295-44da-8b62-8c462dd6b81e
",Wagon,5.0,Midnight Jade,Charcoal,17 Alloy wheels,225-65,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 39 mos. 19,600 mi. left",2.5L I4,170 hp / 175 ft-lbs. torque,"Auto, CVT Xtronic",2000218885.0,KNMAT2MV1HP574865,2017,Nissan Rogue,40142,32,25,16300,Nissan,Rogue,2.5L,I4,170,auto
"https://www.carvana.com/search/2000218920/2017-nissan-sv-sport-utility-4d-?sri=8153588e-d295-44da-8b62-8c462dd6b81e
",Wagon,5.0,GREEN,BLACK,17 Alloy wheels,225-65,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 38 mos. 19,200 mi. left",2.5L I4,170 hp / 175 ft-lbs. torque,"Auto, CVT Xtronic",2000218920.0,KNMAT2MV0HP573495,2017,Nissan Rogue,40508,32,25,16300,Nissan,Rogue,2.5L,I4,170,auto
"https://www.carvana.com/search/2000213168/2016-hyundai-se-sedan-4d-?sri=8153588e-d295-44da-8b62-8c462dd6b81e
",Sedan,5.0,Desert Bronze,BEIGE,15 Steel with hub caps,195-65,Gas,"60 mo. / 60,000 mi.; 21 mos. 17,200 mi. left","60 mo. / 60,000 mi.; 21 mos. 17,200 mi. left",1.8L I4,145 hp / 130 ft-lbs. torque,"Auto, 6-Spd Shiftronic",2000213168.0,5NPDH4AE2GH718450,2016,Hyundai Elantra,42600,38,28,11800,Hyundai,Elantra,1.8L,I4,145,auto
"https://www.carvana.com/search/2000211908/2014-infiniti-convertible-2d-?sri=8153588e-d295-44da-8b62-8c462dd6b81e
",Convertible,5.0,Moonlight White,Stone,19 Alloy wheels,225-45,Gas,"48 mo. / 60,000 mi.; Expired","72 mo. / 70,000 mi.; 14 mos. 41,200 mi. left",3.7L V6,325 hp / 267 ft-lbs. torque,"Auto, 7-Spd w/Manual Md",2000211908.0,JN1CV6FE1EM900848,2014,INFINITI Q60,28508,25,17,25200,INFINITI,Q60,3.7L,V6,325,manual
"https://www.carvana.com/search/2000215229/2018-kia-l-sport-utility-4d-?sri=8153588e-d295-44da-8b62-8c462dd6b81e
",SUV,5.0,Titanium Silver,Satin Black,17 Alloy wheels,235-65,Gas,"60 mo. / 60,000 mi.; 46 mos. 53,200 mi. left","60 mo. / 60,000 mi.; 46 mos. 53,200 mi. left",2.4L I4,185 hp / 178 ft-lbs. torque,"Auto, 6-Spd OD Sptmatc",2000215229.0,5XYPG4A37JG345998,2018,Kia Sorento,6568,28,21,20700,Kia,Sorento,2.4L,I4,185,auto
"https://www.carvana.com/search/2000211833/2017-nissan-2.5-s-sedan-4d-?sri=8153588e-d295-44da-8b62-8c462dd6b81e
",Sedan,5.0,SILVER,BLACK,16 Steel with hub caps,215-60,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 36 mos. 17,200 mi. left",2.5L I4,182 hp / 180 ft-lbs. torque,"Automatic, Xtronic CVT",2000211833.0,1N4AL3APXHN337711,2017,Nissan Altima,42520,39,27,13200,Nissan,Altima,2.5L,I4,182,auto
"https://www.carvana.com/search/2000215270/2016-jeep-latitude-sport-utility-4d-?sri=8153588e-d295-44da-8b62-8c462dd6b81e
",SUV,5.0,Bright White Clear Coat,Black,17 Alloy wheels,225-65,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 26 mos. 18,500 mi. left",2.4L I4,180 hp / 171 ft-lbs. torque,"Automatic, 9-Spd",2000215270.0,1C4PJMCBXGW242088,2016,Jeep Cherokee,41260,28,21,17300,Jeep,Cherokee,2.4L,I4,180,auto
"https://www.carvana.com/search/2000215613/2016-kia-lx-turbo-sedan-4d-?sri=8153588e-d295-44da-8b62-8c462dd6b81e
",Sedan,5.0,Snow White Pearl,Black,16 Alloy wheels,205-65,Gas,"60 mo. / 60,000 mi.; 33 mos. 38,400 mi. left","60 mo. / 60,000 mi.; 33 mos. 38,400 mi. left",1.6L Turbo I4,178 hp / 195 ft-lbs. torque,"Auto, 7-Spd Dual-Clutch",2000215613.0,5XXGT4L16GG066028,2016,Kia Optima,21316,39,28,15700,Kia,Optima,1.6L,Turbo I4,178,auto
"https://www.carvana.com/search/2000214856/2017-infiniti-3.0t-sport-sedan-4d-?sri=8153588e-d295-44da-8b62-8c462dd6b81e
",Sedan,5.0,Hagane Blue,Graphite,17 Alloy wheels,225-55,Gas,"48 mo. / 60,000 mi.; 26 mos. 25,400 mi. left","72 mo. / 70,000 mi.; 50 mos. 35,400 mi. left",3.0L Twin Turbo V6,300 hp / 295 ft-lbs. torque,"Auto, 7-Spd w/Sport Mode",2000214856.0,JN1EV7AP6HM742339,2017,INFINITI Q50,34368,29,20,21300,INFINITI,Q50,3.0L,Twin Turbo V6,300,auto
"https://www.carvana.com/search/2000215387/2014-hyundai-gt-hatchback-4d-?sri=8153588e-d295-44da-8b62-8c462dd6b81e
",Hatchback,5.0,BLUE,Beige,17 Alloy wheels,215-45,Gas,"60 mo. / 60,000 mi.; 9 mos. 29,100 mi. left","60 mo. / 60,000 mi.; 9 mos. 29,100 mi. left",2.0L I4,173 hp / 154 ft-lbs. torque,"Auto, 6-Spd Shiftronic",2000215387.0,KMHD35LH3EU228092,2014,Hyundai Elantra,30623,33,24,14200,Hyundai,Elantra,2.0L,I4,173,auto
"https://www.carvana.com/search/2000213543/2016-dodge-rt-scat-pack-coupe-2d-?sri=8153588e-d295-44da-8b62-8c462dd6b81e
",Coupe,5.0,Redline Red Pearl Coat,Black/Ruby Red,20 Alloy wheels,245-45,Gas,"36 mo. / 36,000 mi.; 3 mos. 18,200 mi. left","60 mo. / 60,000 mi.; 27 mos. 42,200 mi. left",HEMI 6.4L V8,485 hp / 475 ft-lbs. torque,"Automatic, 8-Spd",2000213543.0,2C3CDZFJ2GH125517,2016,Dodge Challenger,17597,25,15,31800,Dodge,Challenger,HEMI,6.4L V8,485,auto
"https://www.carvana.com/search/2000214879/2016-buick-leather-group-sedan-4d-?sri=7cc1cce8-dc6f-459e-88eb-ff6aaf55b4ac
",Sedan,5.0,Summit White,Cashmere,18 Alloy wheels,235-45,Gas,"48 mo. / 50,000 mi.; 11 mos. 26,200 mi. left","72 mo. / 70,000 mi.; 35 mos. 46,200 mi. left",Ecotec 2.4L I4,180 hp / 171 ft-lbs. torque,"Auto, 6-Spd w/Shft Ctrl",2000214879.0,1G4PS5SK0G4115555,2016,Buick Verano,23549,32,21,15400,Buick,Verano,Ecotec,2.4L I4,180,auto
"https://www.carvana.com/search/2000217817/2017-chevrolet-ls-sedan-4d-?sri=7cc1cce8-dc6f-459e-88eb-ff6aaf55b4ac
",Sedan,5.0,Red Hot,Jet Black,15 Steel with hub caps,195-65,Gas,"36 mo. / 36,000 mi.; 17 mos. 28,000 mi. left","60 mo. / 60,000 mi.; 41 mos. 52,000 mi. left",1.4L Turbo I4,153 hp / 177 ft-lbs. torque,"Automatic, 6-Spd",2000217817.0,1G1BC5SM5H7257325,2017,Chevrolet Cruze,7770,40,30,14500,Chevrolet,Cruze,1.4L,Turbo I4,153,auto
"https://www.carvana.com/search/2000217957/2011-chevrolet-sedan-4d-?sri=7cc1cce8-dc6f-459e-88eb-ff6aaf55b4ac
",Hatchback,4.0,White Diamond Tricoat,Jet Black w/ Dark Accents,17 Alloy wheels,215-55,Gas/Elec Hybrid,"36 mo. / 36,000 mi.; Expired","60 mo. / 100,000 mi.; Expired",Range-Extended Electric,149 hp / 273 ft-lbs. torque,Single-Speed Fixed Gear,2000217957.0,1G1RD6E44BU103369,2011,Chevrolet Volt,34254,40,35,13500,Chevrolet,Volt,Range-Extended,Electric,149,
"https://www.carvana.com/search/2000217226/2017-chevrolet-lt-sport-utility-4d-?sri=7cc1cce8-dc6f-459e-88eb-ff6aaf55b4ac
",SUV,5.0,GRAY,Light Titanium/Jet Black,17 Alloy wheels,225-65,Gas,"36 mo. / 36,000 mi.; 7 mos. 14,500 mi. left","60 mo. / 60,000 mi.; 31 mos. 38,500 mi. left",Ecotec 2.4L I4,182 hp / 172 ft-lbs. torque,"Auto, 6-Spd w/OD",2000217226.0,2GNALCEK1H1519492,2017,Chevrolet Equinox,21205,32,22,17200,Chevrolet,Equinox,Ecotec,2.4L I4,182,auto
"https://www.carvana.com/search/2000214298/2016-lexus-200t-sport-utility-4d-?sri=7cc1cce8-dc6f-459e-88eb-ff6aaf55b4ac
",Wagon,5.0,GRAY,BLACK,17 Alloy wheels,225-65,Gas,"48 mo. / 50,000 mi.; 15 mos. 5,300 mi. left","72 mo. / 70,000 mi.; 39 mos. 25,300 mi. left",2.0L Turbo I4,235 hp / 258 ft-lbs. torque,"Auto, 6-Spd w/Multi-Mode",2000214298.0,JTJBARBZ2G2077194,2016,Lexus NX,44463,28,22,25800,Lexus,NX,2.0L,Turbo I4,235,auto
"https://www.carvana.com/search/2000220922/2015-toyota-se-sedan-4d-?sri=7cc1cce8-dc6f-459e-88eb-ff6aaf55b4ac
",Sedan,5.0,Ruby Flare Pearl,Black,17 Alloy wheels,215-55,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 19 mos. 26,100 mi. left",2.5L I4,178 hp / 170 ft-lbs. torque,"Automatic, 6-Spd",2000220922.0,4T1BF1FK1FU997870,2015,Toyota Camry,33684,35,25,15100,Toyota,Camry,2.5L,I4,178,auto
"https://www.carvana.com/search/2000219421/2015-jeep-trailhawk-sport-utility-4d-?sri=7cc1cce8-dc6f-459e-88eb-ff6aaf55b4ac
",SUV,5.0,Mango Tango Pearl Coat,Black,17 Alloy wheels,245-65,Gas,"36 mo. / 36,000 mi.; 3 mos. 5,800 mi. left","60 mo. / 100,000 mi.; 27 mos. 69,800 mi. left",2.4L I4,180 hp / 171 ft-lbs. torque,"Automatic, 9-Spd",2000219421.0,1C4PJMBBXFW582602,2015,Jeep Cherokee,29959,26,19,23000,Jeep,Cherokee,2.4L,I4,180,auto
"https://www.carvana.com/search/2000218148/2015-hyundai-se-sedan-4d-?sri=7cc1cce8-dc6f-459e-88eb-ff6aaf55b4ac
",Sedan,5.0,RED,Gray,16 Alloy wheels,205-65,Gas,"60 mo. / 60,000 mi.; 21 mos. 36,200 mi. left","60 mo. / 60,000 mi.; 21 mos. 36,200 mi. left",2.4L I4,185 hp / 178 ft-lbs. torque,"Auto, 6-Spd w/Shiftronic & Drive Mode Select",2000218148.0,5NPE24AF0FH190789,2015,Hyundai Sonata,23539,37,25,13600,Hyundai,Sonata,2.4L,I4,185,auto
"https://www.carvana.com/search/2000214250/2016-lexus-200t-sport-utility-4d-?sri=7cc1cce8-dc6f-459e-88eb-ff6aaf55b4ac
",Wagon,5.0,Nebula Gray Pearl,Black,17 Alloy wheels,225-65,Gas,"48 mo. / 50,000 mi.; 10 mos. 22,700 mi. left","72 mo. / 70,000 mi.; 34 mos. 42,700 mi. left",2.0L Turbo I4,235 hp / 258 ft-lbs. torque,"Auto, 6-Spd w/Multi-Mode",2000214250.0,JTJYARBZXG2025726,2016,Lexus NX,27033,28,22,26300,Lexus,NX,2.0L,Turbo I4,235,auto
"https://www.carvana.com/search/2000216054/2015-nissan-sl-sport-utility-4d-?sri=7cc1cce8-dc6f-459e-88eb-ff6aaf55b4ac
",Wagon,5.0,Arctic Blue Metallic,BLACK,18 Alloy wheels,225-60,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 20 mos. 18,900 mi. left",2.5L I4,170 hp / 175 ft-lbs. torque,"Auto, CVT Xtronic",2000216054.0,5N1AT2MT2FC917715,2015,Nissan Rogue,40842,33,26,17100,Nissan,Rogue,2.5L,I4,170,auto
"https://www.carvana.com/search/2000210318/2014-gmc-sle-pickup-2d-8-ft-?sri=7cc1cce8-dc6f-459e-88eb-ff6aaf55b4ac
",Pickup,3.0,Iridium Metallic,BLACK,18 Alloy wheels,265-65,Flex Fuel,"36 mo. / 36,000 mi.; Expired","60 mo. / 100,000 mi.; 19 mos. 58,800 mi. left",EcoTec3 4.3L Flex Fuel V6,285 hp / 305 ft-lbs. torque,"Automatic, 6-Spd HD",2000210318.0,1GTN1UEH3EZ235598,2014,GMC Sierra 1500 Regular Cab,40935,24,18,19800,GMC,Sierra 1500 Regular Cab,EcoTec3,4.3L Flex Fuel V6,285,auto
"https://www.carvana.com/search/2000215527/2017-buick-leather-group-sedan-4d-?sri=7cc1cce8-dc6f-459e-88eb-ff6aaf55b4ac
",Sedan,5.0,Crystal Red Tintcoat,Ebony,18 Alloy wheels,235-45,Gas,"48 mo. / 50,000 mi.; 18 mos. 6,200 mi. left","72 mo. / 70,000 mi.; 42 mos. 26,200 mi. left",Ecotec 2.4L I4,180 hp / 171 ft-lbs. torque,"Auto, 6-Spd w/Shft Ctrl",2000215527.0,1G4PS5SK8H4105096,2017,Buick Verano,43538,31,21,14400,Buick,Verano,Ecotec,2.4L I4,180,auto
"https://www.carvana.com/search/2000216071/2015-jeep-sport-suv-4d-?sri=7cc1cce8-dc6f-459e-88eb-ff6aaf55b4ac
",SUV,5.0,BLACK,BLACK,17 Alloy wheels,215-60,Gas,"36 mo. / 36,000 mi.; 20 mos. 14,000 mi. left","60 mo. / 100,000 mi.; 44 mos. 78,000 mi. left",2.4L I4,172 hp / 165 ft-lbs. torque,"Manual, 5-Spd",2000216071.0,1C4NJCBB7FD152619,2015,Jeep Compass,21719,30,23,15000,Jeep,Compass,2.4L,I4,172,manual
"https://www.carvana.com/search/2000210680/2018-kia-lx-sport-utility-4d-?sri=7cc1cce8-dc6f-459e-88eb-ff6aaf55b4ac
",SUV,5.0,SILVER,BLACK,17 Alloy wheels,235-65,Gas,"60 mo. / 60,000 mi.; 52 mos. 48,400 mi. left","60 mo. / 60,000 mi.; 52 mos. 48,400 mi. left",2.4L I4,185 hp / 178 ft-lbs. torque,"Auto, 6-Spd OD Sptmatc",2000210680.0,5XYPG4A34JG406434,2018,Kia Sorento,11333,28,21,21100,Kia,Sorento,2.4L,I4,185,auto
"https://www.carvana.com/search/2000219241/2017-lexus-is-200t-sedan-4d-?sri=122374cc-961b-4dd0-a174-8df20ac94bec
",Sedan,5.0,WHITE,BLACK,18 Alloy wheels,225-40,Gas,"48 mo. / 50,000 mi.; 27 mos. 33,800 mi. left","72 mo. / 70,000 mi.; 51 mos. 53,800 mi. left",2.0L Turbo I4,241 hp / 258 ft-lbs. torque,"Automatic, 8-Spd w/Multi-Mode",2000219241.0,JTHBA1D26H5053354,2017,Lexus IS,15971,32,22,27000,Lexus,IS,2.0L,Turbo I4,241,auto
"https://www.carvana.com/search/2000217457/2016-jeep-latitude-sport-utility-4d-?sri=122374cc-961b-4dd0-a174-8df20ac94bec
",SUV,5.0,RED,BLACK,17 Alloy wheels,215-60,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 28 mos. 19,200 mi. left",Tigershark 2.4L Flex Fuel I4,180 hp / 175 ft-lbs. torque,"Automatic, 9-Spd",2000217457.0,ZACCJBBT9GPD07555,2016,Jeep Renegade,40501,29,21,16900,Jeep,Renegade,Tigershark,2.4L Flex Fuel I4,180,auto
"https://www.carvana.com/search/2000217459/2016-jeep-altitude-sport-utility-4d-?sri=122374cc-961b-4dd0-a174-8df20ac94bec
",SUV,5.0,SILVER,BLACK,17 Alloy wheels,225-65,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 27 mos. 19,500 mi. left",2.4L I4,180 hp / 171 ft-lbs. torque,"Automatic, 9-Spd",2000217459.0,1C4PJMCB7GW263612,2016,Jeep Cherokee,40232,28,21,17200,Jeep,Cherokee,2.4L,I4,180,auto
"https://www.carvana.com/search/2000214808/2015-chevrolet-sedan-4d-?sri=122374cc-961b-4dd0-a174-8df20ac94bec
",Hatchback,4.0,Summit White,Jet Black w/ Dark Accents,17 Alloy wheels,215-55,Gas/Elec Hybrid,"36 mo. / 36,000 mi.; Expired","60 mo. / 100,000 mi.; 18 mos. 59,100 mi. left",Range-Extended Electric,149 hp / 273 ft-lbs. torque,Single-Speed Fixed Gear,2000214808.0,1G1RC6E41FU143031,2015,Chevrolet Volt,40676,40,35,13700,Chevrolet,Volt,Range-Extended,Electric,149,
"https://www.carvana.com/search/2000217070/2016-buick-premium-sport-utility-4d-?sri=122374cc-961b-4dd0-a174-8df20ac94bec
",SUV,5.0,WHITE,BLACK,18 Alloy wheels,215-55,Gas,"48 mo. / 50,000 mi.; 22 mos. 19,800 mi. left","72 mo. / 70,000 mi.; 46 mos. 39,800 mi. left",Ecotec 1.4L Turbo I4,138 hp / 148 ft-lbs. torque,"Auto, 6-Spd OD ShftCtrl",2000217070.0,KL4CJDSB8GB665558,2016,Buick Encore,29968,34,28,18700,Buick,Encore,Ecotec,1.4L Turbo I4,138,auto
"https://www.carvana.com/search/2000215760/2017-nissan-sv-sedan-4d-?sri=122374cc-961b-4dd0-a174-8df20ac94bec
",Sedan,5.0,Super Black,Charcoal,16 Steel with hub caps,205-55,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 39 mos. 18,300 mi. left",1.8L I4,130 hp / 128 ft-lbs. torque,"Auto, CVT w/Xtronic",2000215760.0,3N1AB7AP1HY310701,2017,Nissan Sentra,41411,37,29,12100,Nissan,Sentra,1.8L,I4,130,auto
